id_order;reference;id_shop_group;id_shop;id_carrier;id_lang;id_customer;id_cart;id_currency;id_address_delivery;id_address_invoice;current_state;secure_key;payment;conversion_rate;module;recyclable;gift;gift_message;mobile_theme;shipping_number;total_discounts;total_discounts_tax_incl;total_discounts_tax_excl;total_paid;total_paid_tax_incl;total_paid_tax_excl;total_paid_real;total_products;total_products_wt;total_shipping;total_shipping_tax_incl;total_shipping_tax_excl;carrier_tax_rate;total_wrapping;total_wrapping_tax_incl;total_wrapping_tax_excl;round_mode;round_type;invoice_number;delivery_number;invoice_date;delivery_date;valid;date_add;date_upd;exported
6621;ENYOMZKDY;1;1;40;1;6353;12786;1;6693;6693;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 2018 - paro";0;;0.000000;0.000000;0.000000;14.100000;14.100000;13.120000;14.100000;11.370000;12.000000;2.100000;2.100000;1.750000;20.000;0.000000;0.000000;0.000000;2;2;0;6383;"0000-00-00 00:00:00";"2022-03-02 14:17:23";0;"2022-03-02 11:20:22";"2022-03-05 22:21:47";
6622;UMSRUHOBR;1;1;40;1;6354;12787;1;6694;6694;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;7.000000;7.000000;6.290000;7.000000;3.790000;4.000000;3.000000;3.000000;2.500000;20.000;0.000000;0.000000;0.000000;2;2;0;6382;"0000-00-00 00:00:00";"2022-03-02 14:17:23";0;"2022-03-02 11:23:31";"2022-03-05 22:21:46";
6623;KNATKASID;1;1;40;1;6355;12788;1;6695;6695;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 15 - PELERIN";0;;0.000000;0.000000;0.000000;13.950000;13.950000;12.995000;13.950000;11.370000;12.000000;1.950000;1.950000;1.625000;20.000;0.000000;0.000000;0.000000;2;2;0;6381;"0000-00-00 00:00:00";"2022-03-02 14:17:23";0;"2022-03-02 11:25:59";"2022-03-05 22:21:46";
6627;APXPCPVHA;1;1;42;1;5711;12795;1;5961;5961;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;0.000000;0.000000;0.000000;200.000000;200.000000;198.540000;200.000000;195.290000;196.100000;3.900000;3.900000;3.250000;20.000;0.000000;0.000000;0.000000;2;2;0;6460;"0000-00-00 00:00:00";"2022-03-09 14:37:18";0;"2022-03-03 11:08:40";"2022-03-11 12:30:31";
6649;YPSNJGQEF;1;1;42;1;6374;12850;1;6715;6715;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD;0;;0.000000;0.000000;0.000000;30.750000;30.750000;28.470000;30.750000;23.510000;24.800000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6459;"0000-00-00 00:00:00";"2022-03-09 14:37:17";0;"2022-03-03 21:18:54";"2022-03-12 10:30:29";
6657;XFWFQTMZD;1;1;42;1;6382;12868;1;6723;6723;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;61.000000;61.000000;58.323333;61.000000;52.490000;54.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6458;"0000-00-00 00:00:00";"2022-03-09 14:37:17";0;"2022-03-04 09:52:29";"2022-03-12 12:30:31";
6658;RWPGKVSOC;1;1;42;1;883;12871;1;986;986;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;0.000000;0.000000;0.000000;121.700000;121.700000;118.703333;121.700000;114.620000;116.800000;4.900000;4.900000;4.083333;20.000;0.000000;0.000000;0.000000;2;2;0;6457;"0000-00-00 00:00:00";"2022-03-09 14:37:17";0;"2022-03-04 09:56:03";"2022-03-11 12:30:29";
6659;MDBPFIHAC;1;1;42;1;4893;12872;1;5079;5079;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;33.900000;33.900000;31.573333;33.900000;27.490000;29.000000;4.900000;4.900000;4.083333;20.000;0.000000;0.000000;0.000000;2;2;0;6456;"0000-00-00 00:00:00";"2022-03-09 14:37:17";0;"2022-03-04 10:06:27";"2022-03-11 12:30:36";
6676;DHYGPJRYC;1;1;42;1;6400;12916;1;6741;6741;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;36.000000;36.000000;33.323333;36.000000;27.490000;29.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6455;"0000-00-00 00:00:00";"2022-03-09 14:37:16";0;"2022-03-07 15:17:42";"2022-03-12 14:30:17";
6677;WPJFZGEGV;1;1;40;1;6306;12918;1;6644;6644;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;21.800000;21.800000;19.716667;21.800000;12.800000;13.500000;8.300000;8.300000;6.916667;20.000;0.000000;0.000000;0.000000;2;2;0;6454;"0000-00-00 00:00:00";"2022-03-10 15:10:47";1;"2022-03-07 15:23:36";"2022-03-12 22:24:06";
6679;JMRBKNSIJ;1;1;40;1;5521;12919;1;5760;5760;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;14.300000;14.300000;13.286667;14.300000;11.370000;12.000000;2.300000;2.300000;1.916667;20.000;0.000000;0.000000;0.000000;2;2;0;6453;"0000-00-00 00:00:00";"2022-03-10 15:10:47";1;"2022-03-07 15:30:06";"2022-03-12 22:24:07";
6681;MGPNTWYZG;1;1;42;1;6402;12921;1;6743;6743;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;34.800000;34.800000;32.323333;34.800000;27.490000;29.000000;5.800000;5.800000;4.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6452;"0000-00-00 00:00:00";"2022-03-09 14:37:16";0;"2022-03-07 15:34:39";"2022-03-12 12:30:35";
6682;OSRWOSQDZ;1;1;42;1;6403;12922;1;6744;6744;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;0.000000;0.000000;0.000000;17.700000;17.700000;16.330000;17.700000;13.080000;13.800000;3.900000;3.900000;3.250000;20.000;0.000000;0.000000;0.000000;2;2;0;6451;"0000-00-00 00:00:00";"2022-03-09 14:37:16";0;"2022-03-07 15:46:08";"2022-03-12 14:30:09";
6683;MWSRMLELU;1;1;42;1;6404;12924;1;6745;6746;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;36.000000;36.000000;33.323333;36.000000;27.490000;29.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6450;"0000-00-00 00:00:00";"2022-03-09 14:37:16";0;"2022-03-07 16:02:34";"2022-03-12 12:30:33";
6687;IDWGYLBIC;1;1;42;1;6408;12935;1;6759;6750;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD;0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6542;"0000-00-00 00:00:00";"2022-03-17 11:05:54";0;"2022-03-07 22:12:08";"2022-04-13 12:31:39";
6689;TPIQBMIJZ;1;1;42;1;2307;12937;1;2413;2413;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;0.000000;0.000000;0.000000;48.300000;48.300000;43.630000;48.300000;40.380000;44.400000;3.900000;3.900000;3.250000;20.000;0.000000;0.000000;0.000000;2;2;0;6449;"0000-00-00 00:00:00";"2022-03-09 14:37:15";0;"2022-03-08 11:03:40";"2022-03-14 10:30:47";
6694;OMVFJYWRW;1;1;42;1;4144;12959;1;4245;4245;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;5.950000;5.950000;4.960000;79.000000;79.000000;73.615000;79.000000;64.450000;68.000000;16.950000;16.950000;14.125000;20.000;0.000000;0.000000;0.000000;2;2;0;6448;"0000-00-00 00:00:00";"2022-03-09 14:37:15";0;"2022-03-09 10:55:16";"2022-03-12 12:30:23";
6696;YPASPIAZG;1;1;42;1;4893;12960;1;6755;5079;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;5.950000;5.950000;4.960000;57.000000;57.000000;54.145000;57.000000;54.980000;58.000000;4.950000;4.950000;4.125000;20.000;0.000000;0.000000;0.000000;2;2;0;6447;"0000-00-00 00:00:00";"2022-03-09 14:37:14";0;"2022-03-09 11:00:44";"2022-03-12 10:30:37";
6722;BKYPLHRRT;1;1;40;1;6435;12882;1;6777;6777;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD;0;;0.000000;0.000000;0.000000;34.000000;34.000000;33.000000;34.000000;30.290000;30.750000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6601;"0000-00-00 00:00:00";"2022-03-24 09:48:09";0;"2022-03-14 08:56:30";"2022-03-27 22:21:38";
6777;PIJBFGKPE;1;1;40;1;6479;13125;1;6826;6826;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM2019 - Gingko";0;;0.000000;0.000000;0.000000;18.150000;18.150000;16.961667;18.150000;15.170000;16.000000;2.150000;2.150000;1.791667;20.000;0.000000;0.000000;0.000000;2;2;0;6541;"0000-00-00 00:00:00";"2022-03-17 11:05:54";0;"2022-03-17 10:06:26";"2022-03-20 22:19:25";
6778;UEYUVYHSK;1;1;40;1;6480;13126;1;6827;6827;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2013 MM";0;;0.000000;0.000000;0.000000;9.800000;9.800000;9.080000;9.800000;7.580000;8.000000;1.800000;1.800000;1.500000;20.000;0.000000;0.000000;0.000000;2;2;0;6540;"0000-00-00 00:00:00";"2022-03-17 11:05:54";0;"2022-03-17 10:12:01";"2022-03-20 22:19:26";
6779;QPMVVQRDT;1;1;40;1;6481;13128;1;6828;6828;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"MM 2019 - Pèlerin";0;;0.000000;0.000000;0.000000;18.150000;18.150000;16.961667;18.150000;15.170000;16.000000;2.150000;2.150000;1.791667;20.000;0.000000;0.000000;0.000000;2;2;0;6539;"0000-00-00 00:00:00";"2022-03-17 11:05:54";0;"2022-03-17 10:17:45";"2022-03-20 22:19:25";
6780;SFWISQILR;1;1;40;1;6482;13129;1;6829;6830;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;9.500000;9.500000;8.830000;9.500000;7.580000;8.000000;1.500000;1.500000;1.250000;20.000;0.000000;0.000000;0.000000;2;2;0;6538;"0000-00-00 00:00:00";"2022-03-17 11:05:53";0;"2022-03-17 10:26:51";"2022-03-20 22:19:25";
6786;EQXABIOAW;1;1;42;1;6490;13145;1;6876;6840;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;;0;;4.950000;4.950000;4.130000;68.000000;68.000000;64.445000;68.000000;64.450000;68.000000;4.950000;4.950000;4.125000;20.000;0.000000;0.000000;0.000000;2;2;0;6600;"0000-00-00 00:00:00";"2022-03-24 09:48:09";0;"2022-03-18 06:09:42";"2022-03-30 12:29:47";
6821;DTPRXHQSB;1;1;42;1;6491;13244;1;6841;6841;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6599;"0000-00-00 00:00:00";"2022-03-24 09:48:09";0;"2022-03-22 09:11:48";"2022-03-26 10:30:52";
6822;ICFKZBVUZ;1;1;42;1;6525;13245;1;6877;6877;4;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;0.000000;0.000000;0.000000;47.300000;47.300000;44.416667;47.300000;42.500000;45.000000;2.300000;2.300000;1.916667;20.000;0.000000;0.000000;0.000000;2;2;0;6598;"0000-00-00 00:00:00";"2022-03-24 09:48:09";0;"2022-03-22 09:17:04";"2022-03-25 00:20:11";
6827;RVFKDONYP;1;1;42;1;1302;13261;1;6892;1410;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;5.950000;5.950000;4.960000;68.000000;68.000000;64.450000;68.000000;64.450000;68.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6596;"0000-00-00 00:00:00";"2022-03-24 09:48:08";0;"2022-03-22 12:30:45";"2022-03-26 12:30:24";
6828;GTYQVYBAK;1;1;40;1;6529;13262;1;6881;6881;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;21.250000;21.250000;19.770000;21.250000;17.060000;18.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6595;"0000-00-00 00:00:00";"2022-03-24 09:48:08";0;"2022-03-22 12:34:08";"2022-03-27 22:21:38";
6829;VOSSOCWLB;1;1;42;1;3919;13263;1;4011;4011;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;5.950000;5.950000;4.960000;135.300000;135.300000;127.995000;135.300000;126.080000;133.000000;8.250000;8.250000;6.875000;20.000;0.000000;0.000000;0.000000;2;2;0;6594;"0000-00-00 00:00:00";"2022-03-24 09:48:08";0;"2022-03-22 12:36:29";"2022-03-26 10:30:52";
6830;WLMIPEPBW;1;1;42;1;6530;13271;1;6950;6894;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-SIT100E-CMD;0;;0.000000;0.000000;0.000000;30.950000;30.950000;28.660000;30.950000;23.700000;25.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6694;"0000-00-00 00:00:00";"2022-03-31 13:26:48";0;"2022-03-22 19:29:52";"2022-04-07 14:30:42";
6833;ZZOCKZXZC;1;1;40;1;2072;13276;1;2183;2183;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-SIT100E-CMD;0;;0.000000;0.000000;0.000000;23.250000;23.250000;21.930000;23.250000;19.220000;20.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6693;"0000-00-00 00:00:00";"2022-03-31 13:26:48";0;"2022-03-23 10:55:59";"2022-04-06 22:21:40";
6838;SESLBNOBB;1;1;42;1;6538;13282;1;6890;6890;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;4.950000;4.950000;4.130000;100.600000;100.600000;98.223333;100.600000;98.270000;100.650000;4.900000;4.900000;4.083333;20.000;0.000000;0.000000;0.000000;2;2;0;6593;"0000-00-00 00:00:00";"2022-03-24 09:48:07";0;"2022-03-23 15:57:59";"2022-03-25 12:30:50";
6839;QEVBOAQAT;1;1;40;1;3411;10131;1;3501;3501;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;8.250000;8.250000;7.450000;8.250000;4.740000;5.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6592;"0000-00-00 00:00:00";"2022-03-24 09:48:07";0;"2022-03-23 16:00:24";"2022-03-27 22:21:38";
6841;NYAZGVMTW;1;1;42;1;6540;13295;1;6896;6896;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;34.700000;34.700000;32.240000;34.700000;27.490000;29.000000;5.700000;5.700000;4.750000;20.000;0.000000;0.000000;0.000000;2;2;0;6692;"0000-00-00 00:00:00";"2022-03-31 13:26:48";0;"2022-03-24 10:24:17";"2022-04-08 22:15:55";
6842;WXBOITPYC;1;1;42;1;6541;13296;1;6897;6897;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14919;0;;5.950000;5.950000;4.960000;140.000000;140.000000;127.761667;140.000000;130.180000;142.900000;3.050000;3.050000;2.541667;20.000;0.000000;0.000000;0.000000;2;2;0;6691;"0000-00-00 00:00:00";"2022-03-31 13:26:47";0;"2022-03-24 10:36:38";"2022-04-08 10:30:21";
6862;BHQUNFIAM;1;1;42;1;6561;13332;1;7016;6917;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;;0;;5.950000;5.950000;4.960000;118.000000;118.000000;114.450000;118.000000;114.450000;118.000000;5.950000;5.950000;4.960000;20.000;0.000000;0.000000;0.000000;2;2;0;6729;"0000-00-00 00:00:00";"2022-04-07 13:54:41";0;"2022-03-24 19:30:10";"2022-04-11 12:31:02";
6896;QZRYYJNKX;1;1;42;1;4518;13416;1;4668;4668;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;4.950000;4.950000;4.130000;65.000000;65.000000;60.808333;65.000000;54.980000;58.000000;11.950000;11.950000;9.958333;20.000;0.000000;0.000000;0.000000;2;2;0;6690;"0000-00-00 00:00:00";"2022-03-31 13:26:47";0;"2022-03-28 09:12:18";"2022-04-06 14:35:51";
6897;DPGSUDCWE;1;1;40;1;6593;13418;1;6949;6949;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD;0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6689;"0000-00-00 00:00:00";"2022-03-31 13:26:47";0;"2022-03-28 10:21:54";"2022-04-06 22:21:40";
6898;NIBKUCOIA;1;1;42;1;2880;13421;1;2971;2971;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;5.950000;5.950000;4.960000;83.100000;83.100000;78.751667;83.100000;78.670000;83.000000;6.050000;6.050000;5.041667;20.000;0.000000;0.000000;0.000000;2;2;0;6688;"0000-00-00 00:00:00";"2022-03-31 13:26:46";0;"2022-03-28 13:43:33";"2022-04-07 14:30:36";
6899;CMMGCPOPO;1;1;42;1;98;13422;1;148;148;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;14923;0;;0.000000;0.000000;0.000000;36.000000;36.000000;33.323333;36.000000;27.490000;29.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6687;"0000-00-00 00:00:00";"2022-03-31 13:26:46";0;"2022-03-28 13:46:07";"2022-04-05 12:30:22";
6912;SCHZPRKLA;1;1;40;1;766;13447;1;870;870;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;3.250000;3.250000;2.710000;70.850000;70.850000;69.386667;70.850000;66.680000;67.600000;6.500000;6.500000;5.416667;20.000;0.000000;0.000000;0.000000;2;2;0;6686;"0000-00-00 00:00:00";"2022-03-31 13:26:46";0;"2022-03-29 10:52:24";"2022-04-06 22:21:35";
6933;ZJSRUMUDT;1;1;40;1;6623;13481;1;6981;6981;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;FR-NLMDNPROD-CMD;0;;0.000000;0.000000;0.000000;20.000000;20.000000;19.000000;20.000000;16.290000;16.750000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6728;"0000-00-00 00:00:00";"2022-04-07 13:54:41";0;"2022-03-30 17:53:05";"2022-04-10 22:15:43";
6937;VEZIWRTUD;1;1;40;1;6626;13493;1;6984;6984;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;5.500000;5.500000;5.040000;5.500000;3.790000;4.000000;1.500000;1.500000;1.250000;20.000;0.000000;0.000000;0.000000;2;2;0;6684;"0000-00-00 00:00:00";"2022-03-31 13:26:46";0;"2022-03-31 12:39:53";"2022-04-06 22:21:40";
6938;MVEYSFYUJ;1;1;40;1;6627;13494;1;6985;6985;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;6.950000;6.950000;6.248333;6.950000;3.790000;4.000000;2.950000;2.950000;2.458333;20.000;0.000000;0.000000;0.000000;2;2;0;6683;"0000-00-00 00:00:00";"2022-03-31 13:26:46";0;"2022-03-31 12:51:39";"2022-04-06 22:21:34";
6951;VDWDOOPQB;1;1;40;1;5770;13522;1;6028;6028;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 mqdn";0;;0.000000;0.000000;0.000000;8.300000;8.300000;7.606667;8.300000;5.690000;6.000000;2.300000;2.300000;1.916667;20.000;0.000000;0.000000;0.000000;2;2;0;6727;"0000-00-00 00:00:00";"2022-04-07 13:54:40";0;"2022-04-04 10:54:52";"2022-04-10 22:15:43";
6952;QKELZXUEW;1;1;40;1;6640;13525;1;6998;6998;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;15.000000;15.000000;13.413333;15.000000;7.580000;8.000000;7.000000;7.000000;5.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6726;"0000-00-00 00:00:00";"2022-04-07 13:54:40";0;"2022-04-04 11:03:15";"2022-04-10 22:15:38";
6953;DAGFBPRKG;1;1;40;1;6641;13527;1;6999;6999;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;7.250000;7.250000;6.500000;7.250000;3.790000;4.000000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6725;"0000-00-00 00:00:00";"2022-04-07 13:54:40";0;"2022-04-04 11:20:02";"2022-04-10 22:15:43";
6960;BDKXKLCJC;1;1;40;1;1783;13526;1;1895;1895;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;12.050000;12.050000;11.050000;12.050000;8.340000;8.800000;3.250000;3.250000;2.710000;20.000;0.000000;0.000000;0.000000;2;2;0;6724;"0000-00-00 00:00:00";"2022-04-07 13:54:40";0;"2022-04-05 12:25:46";"2022-04-10 22:15:38";
6961;XGFLPHESQ;1;1;40;1;6648;13540;1;7006;7006;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 Fam C";0;;0.000000;0.000000;0.000000;7.300000;7.300000;6.656667;7.300000;4.740000;5.000000;2.300000;2.300000;1.916667;20.000;0.000000;0.000000;0.000000;2;2;0;6723;"0000-00-00 00:00:00";"2022-04-07 13:54:40";0;"2022-04-05 12:31:20";"2022-04-10 22:15:48";
6971;TQTZKDJIQ;1;1;42;1;1007;13556;1;1112;1112;5;*******************;Chèque;1.000000;ps_checkpayment;0;1;"2020 MQDN";0;;0.000000;0.000000;0.000000;30.000000;30.000000;28.323333;30.000000;27.490000;29.000000;1.000000;1.000000;0.833333;20.000;0.000000;0.000000;0.000000;2;2;0;6722;"0000-00-00 00:00:00";"2022-04-07 13:54:40";0;"2022-04-07 09:57:17";"2022-04-11 12:30:45";
