"Numéro cde";"Numéro facture";"Date facture";"Total TTC";"Total HT";TVA;Statut;payment
14385;13886;07/01/2024;25.950000;21.620000;4.330000;Livré;"Card via Stripe"
14386;13887;08/01/2024;27.540000;27.540000;0.000000;Livré;"Link via Stripe"
14387;13888;08/01/2024;32.750000;30.020000;2.730000;Livré;"Card via Stripe"
14393;13889;08/01/2024;41.850000;38.990000;2.860000;Livré;"Card via Stripe"
14394;13890;08/01/2024;18.850000;15.710000;3.140000;Livré;"Card via Stripe"
14396;13891;09/01/2024;13.450000;12.360000;1.090000;Livré;"Card via Stripe"
14398;13892;09/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14399;13893;09/01/2024;34.000000;30.620000;3.380000;Livré;PayPal
14400;13894;09/01/2024;29.950000;27.710000;2.240000;Livré;"Card via Stripe"
14401;13895;09/01/2024;28.950000;26.880000;2.070000;Livré;"Card via Stripe"
14402;13896;10/01/2024;53.850000;51.970000;1.880000;Livré;"Link via Stripe"
14312;13897;10/01/2024;3.450000;2.880000;0.570000;Livré;Virement
14403;13898;10/01/2024;175.000000;165.770000;9.230000;Livré;"Card via Stripe"
14404;13899;10/01/2024;14.750000;13.300000;1.450000;Livré;"Link via Stripe"
14405;13900;10/01/2024;14.750000;13.300000;1.450000;Livré;"Card via Stripe"
14397;13901;10/01/2024;111.000000;108.660000;2.340000;Livré;Chèque
14392;13902;10/01/2024;20.000000;20.000000;0.000000;Expédié;Chèque
14391;13903;10/01/2024;75.950000;72.620000;3.330000;Livré;Chèque
14390;13904;10/01/2024;30.000000;26.820000;3.180000;Livré;Chèque
14389;13905;10/01/2024;39.350000;36.620000;2.730000;Livré;Chèque
14406;13906;10/01/2024;16.250000;14.100000;2.150000;Livré;PayPal
14407;13907;11/01/2024;12.850000;11.500000;1.350000;Livré;"Link via Stripe"
14408;13908;11/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14409;13909;11/01/2024;33.650000;33.650000;0.000000;Livré;"Module de paiement Stripe"
14410;13910;11/01/2024;8.450000;7.045000;1.405000;Livré;"Card via Stripe"
14411;13911;11/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14412;13912;11/01/2024;8.450000;7.620000;0.830000;Livré;"Card via Stripe"
14415;13913;12/01/2024;10.850000;9.600000;1.250000;Livré;"Card via Stripe"
14416;13914;12/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14417;13915;12/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14418;13916;12/01/2024;10.850000;9.600000;1.250000;Livré;"Link via Stripe"
14419;13917;13/01/2024;14.850000;12.380000;2.470000;Livré;"Card via Stripe"
14420;13918;13/01/2024;25.950000;24.060000;1.890000;Livré;"Card via Stripe"
14421;13919;13/01/2024;97.000000;91.850000;5.150000;Livré;PayPal
14422;13920;14/01/2024;14.750000;13.300000;1.450000;Livré;"Card via Stripe"
14423;13921;14/01/2024;27.250000;25.440000;1.810000;Livré;"Link via Stripe"
14424;13922;15/01/2024;119.530000;119.530000;0.000000;Livré;Virement
14425;13923;15/01/2024;551.470000;551.470000;0.000000;Livré;Virement
14430;13924;16/01/2024;15.850000;13.210000;2.640000;Livré;"Card via Stripe"
14429;13925;16/01/2024;5.000000;4.723333;0.276667;Livré;Chèque
14428;13926;16/01/2024;85.950000;81.840000;4.110000;Livré;Chèque
14427;13927;16/01/2024;45.950000;42.880000;3.070000;Livré;Chèque
14426;13928;16/01/2024;22.300000;20.876667;1.423333;Expédié;Chèque
14414;13929;16/01/2024;67.450000;64.290000;3.160000;Livré;Chèque
14413;13930;16/01/2024;25.950000;24.440000;1.510000;Expédié;Chèque
14432;13931;16/01/2024;22.950000;21.070000;1.880000;Livré;"Card via Stripe"
14433;13932;16/01/2024;9.950000;9.040000;0.910000;Livré;"Bancontact via Stripe"
14435;13933;17/01/2024;37.850000;32.690000;5.160000;Livré;"Card via Stripe"
14436;13934;17/01/2024;37.450000;36.120000;1.330000;Livré;"Card via Stripe"
14437;13935;17/01/2024;10.950000;9.700000;1.250000;Livré;"Card via Stripe"
14438;13936;18/01/2024;121.000000;114.530000;6.470000;Livré;"Link via Stripe"
14439;13937;19/01/2024;42.900000;39.410000;3.490000;Livré;PayPal
14440;13938;19/01/2024;18.450000;17.360000;1.090000;Livré;"Card via Stripe"
14441;13939;20/01/2024;21.950000;19.440000;2.510000;Livré;PayPal
14442;13940;20/01/2024;34.950000;32.450000;2.500000;Livré;"Card via Stripe"
14443;13941;20/01/2024;36.950000;34.460000;2.490000;Livré;"Link via Stripe"
14444;13942;21/01/2024;21.710000;21.710000;0.000000;Expédié;"Link via Stripe"
14446;13943;22/01/2024;42.950000;35.780000;7.170000;Livré;"Link via Stripe"
14447;13944;22/01/2024;58.400000;50.310000;8.090000;Livré;"Link via Stripe"
14448;13945;22/01/2024;38.350000;35.050000;3.300000;Livré;PayPal
14449;13946;22/01/2024;25.850000;22.910000;2.940000;Livré;"Link via Stripe"
14451;13947;22/01/2024;16.350000;14.200000;2.150000;Livré;"Card via Stripe"
14452;13948;22/01/2024;55.900000;51.960000;3.940000;Livré;"Card via Stripe"
14454;13949;22/01/2024;11.350000;9.460000;1.890000;Livré;"Link via Stripe"
14456;13950;22/01/2024;31.350000;29.460000;1.890000;Livré;"Card via Stripe"
14434;13951;22/01/2024;14.950000;13.870000;1.080000;Livré;Virement
14457;13952;22/01/2024;20.450000;19.250000;1.200000;Livré;"Link via Stripe"
14458;13953;22/01/2024;61.000000;57.680000;3.320000;Livré;"Card via Stripe"
14468;13954;22/01/2024;661.000000;626.830000;34.170000;Livré;Virement
14469;13955;22/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14471;13956;22/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14473;13957;22/01/2024;40.950000;39.440000;1.510000;Livré;"Card via Stripe"
14474;13958;22/01/2024;20.480000;20.480000;0.000000;Livré;PayPal
14475;13959;22/01/2024;41.450000;41.450000;0.000000;Livré;"Card via Stripe"
14476;13960;22/01/2024;24.950000;22.970000;1.980000;Livré;"Card via Stripe"
14477;13961;22/01/2024;21.350000;19.460000;1.890000;Livré;"Link via Stripe"
14478;13962;22/01/2024;21.350000;18.940000;2.410000;Livré;"Card via Stripe"
14479;13963;23/01/2024;29.250000;27.040000;2.210000;Livré;PayPal
14480;13964;23/01/2024;133.000000;126.030000;6.970000;Livré;Virement
14482;13966;23/01/2024;13.750000;12.350000;1.400000;Livré;"Card via Stripe"
14484;13967;23/01/2024;27.150000;22.620000;4.530000;Livré;"Card via Stripe"
14485;13968;23/01/2024;0.000000;0.000000;0.000000;Livré;Chèque
14486;13969;23/01/2024;58.690000;58.690000;0.000000;Livré;"Link via Stripe"
14487;13970;23/01/2024;15.450000;14.250000;1.200000;Livré;"Card via Stripe"
14491;13971;24/01/2024;35.850000;32.910000;2.940000;Livré;"Card via Stripe"
14495;13972;24/01/2024;10.950000;9.700000;1.250000;Livré;"Card via Stripe"
14496;13973;25/01/2024;20.480000;20.480000;0.000000;Livré;PayPal
14498;13974;25/01/2024;43.550000;40.700000;2.850000;Livré;"Link via Stripe"
14497;13975;25/01/2024;51.000000;47.643333;3.356667;Livré;Chèque
14493;13976;25/01/2024;36.000000;33.406667;2.593333;Livré;Chèque
14492;13977;25/01/2024;100.000000;94.550000;5.450000;Livré;Chèque
14481;13978;25/01/2024;35.000000;35.000000;0.000000;Expédié;Chèque
14472;13979;25/01/2024;128.950000;123.100000;5.850000;Livré;Chèque
14470;13980;25/01/2024;6.150000;5.698333;0.451667;Livré;Chèque
14467;13981;25/01/2024;60.000000;56.600000;3.400000;Livré;Chèque
14466;13982;25/01/2024;5.000000;5.000000;0.000000;Expédié;Chèque
14465;13983;25/01/2024;15.000000;14.220000;0.780000;Livré;Chèque
14464;13984;25/01/2024;100.000000;95.260000;4.740000;Livré;Chèque
14463;13985;25/01/2024;19.750000;18.040000;1.710000;Livré;Chèque
14462;13986;25/01/2024;6.150000;5.698333;0.451667;Livré;Chèque
14461;13987;25/01/2024;5.000000;4.740000;0.260000;Livré;Chèque
14460;13988;25/01/2024;16.000000;14.480000;1.520000;Livré;Chèque
14459;13989;25/01/2024;60.000000;57.570000;2.430000;Livré;Chèque
14499;13990;25/01/2024;111.000000;105.330000;5.670000;Livré;Virement
14500;13991;25/01/2024;23.450000;21.560000;1.890000;Livré;"Card via Stripe"
14501;13992;26/01/2024;71.000000;67.180000;3.820000;Livré;"Card via Stripe"
14504;13993;26/01/2024;27.450000;22.870000;4.580000;Livré;"Link via Stripe"
14505;13994;26/01/2024;17.950000;16.330000;1.620000;Livré;"Card via Stripe"
14506;13995;26/01/2024;10524.630000;9972.980000;551.650000;Livré;Virement
14507;13996;26/01/2024;16.450000;15.200000;1.250000;Livré;"Link via Stripe"
14508;13997;27/01/2024;43.900000;39.450000;4.450000;Livré;PayPal
14510;13998;28/01/2024;25.450000;23.730000;1.720000;Livré;PayPal
14511;13999;28/01/2024;34.850000;32.350000;2.500000;Livré;"Link via Stripe"
14514;14000;29/01/2024;0.000000;0.000000;0.000000;Livré;Virement
14490;14001;29/01/2024;20.480000;20.480000;0.000000;Livré;Virement
14517;14002;29/01/2024;58.000000;54.860000;3.140000;Livré;"Link via Stripe"
14518;14003;29/01/2024;51.800000;50.020000;1.780000;Livré;"Card via Stripe"
14521;14004;30/01/2024;10.850000;9.600000;1.250000;Livré;"Link via Stripe"
14522;14005;30/01/2024;12.850000;11.500000;1.350000;Livré;"Card via Stripe"
14523;14006;30/01/2024;22.450000;20.890000;1.560000;Livré;"Link via Stripe"
14524;14007;31/01/2024;59.800000;56.570000;3.230000;Livré;"Link via Stripe"
14525;14008;31/01/2024;29.010000;29.010000;0.000000;Livré;"Link via Stripe"
14528;14009;31/01/2024;50.000000;50.000000;0.000000;Expédié;Chèque
14527;14010;31/01/2024;24.950000;22.970000;1.980000;Livré;Chèque
14526;14011;31/01/2024;84.950000;82.450000;2.500000;Livré;Chèque
14520;14012;31/01/2024;53.550000;50.600000;2.950000;Livré;Chèque
14519;14013;31/01/2024;28.550000;26.750000;1.800000;Livré;Chèque
14516;14014;31/01/2024;50.000000;50.000000;0.000000;Expédié;Chèque
14515;14015;31/01/2024;100.000000;94.780000;5.220000;Livré;Chèque
14513;14016;31/01/2024;42.850000;40.038333;2.811667;Livré;Chèque
14512;14017;31/01/2024;70.000000;64.010000;5.990000;Livré;Chèque
14503;14018;31/01/2024;53.950000;50.460000;3.490000;Livré;Chèque
14502;14019;31/01/2024;37.950000;35.810000;2.140000;Livré;Chèque
14494;14020;31/01/2024;14.850000;12.380000;2.470000;Livré;Chèque
14529;14021;31/01/2024;27.850000;23.210000;4.640000;Livré;"Card via Stripe"
14530;14022;31/01/2024;51.700000;46.120000;5.580000;Livré;"Card via Stripe"
14531;14023;01/02/2024;15.850000;13.210000;2.640000;Livré;"Card via Stripe"
14488;14024;01/02/2024;20.480000;20.480000;0.000000;Livré;Virement
14453;14025;01/02/2024;37.550000;31.280000;6.270000;Livré;Virement
14532;14027;01/02/2024;11.350000;9.460000;1.890000;Livré;"Link via Stripe"
14533;14028;01/02/2024;51.700000;47.170000;4.530000;Livré;"Card via Stripe"
14534;14029;01/02/2024;28.450000;27.620000;0.830000;Livré;"Card via Stripe"
14535;14030;01/02/2024;15.750000;14.240000;1.510000;Livré;"Card via Stripe"
14536;14031;01/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14537;14032;01/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14538;14033;01/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14539;14034;01/02/2024;23.650000;21.610000;2.040000;Livré;"Link via Stripe"
14541;14035;02/02/2024;37.550000;34.920000;2.630000;Livré;"Card via Stripe"
14542;14036;03/02/2024;10.950000;9.700000;1.250000;Livré;"Link via Stripe"
14543;14037;03/02/2024;10.950000;9.700000;1.250000;Livré;"Card via Stripe"
14544;14038;03/02/2024;20.950000;19.180000;1.770000;Livré;"Card via Stripe"
14545;14039;03/02/2024;51.000000;48.230000;2.770000;Livré;PayPal
14546;14040;03/02/2024;16.350000;14.200000;2.150000;Livré;"Link via Stripe"
14547;14041;03/02/2024;29.950000;27.710000;2.240000;Livré;"Link via Stripe"
14549;14042;03/02/2024;15.950000;14.440000;1.510000;Livré;"Link via Stripe"
14550;14043;03/02/2024;51.900000;47.410000;4.490000;Livré;PayPal
14551;14044;03/02/2024;43.850000;41.530000;2.320000;Livré;"Link via Stripe"
14552;14045;03/02/2024;40.750000;37.030000;3.720000;Livré;"Link via Stripe"
14553;14046;03/02/2024;25.950000;24.440000;1.510000;Livré;PayPal
14554;14047;03/02/2024;52.700000;47.110000;5.590000;Livré;"Link via Stripe"
14555;14048;04/02/2024;28.950000;26.300000;2.650000;Livré;"Card via Stripe"
14557;14049;04/02/2024;5.950000;4.960000;0.990000;Livré;"Card via Stripe"
14558;14050;05/02/2024;27.850000;24.580000;3.270000;Expédié;"Card via Stripe"
14559;14051;05/02/2024;28.450000;27.880000;0.570000;Livré;"Link via Stripe"
14560;14052;05/02/2024;22.450000;20.880000;1.570000;Livré;"Link via Stripe"
14561;14053;05/02/2024;29.650000;24.700000;4.950000;Livré;"Link via Stripe"
14562;14054;05/02/2024;14.850000;12.380000;2.470000;Livré;PayPal
14564;14055;05/02/2024;25.850000;23.940000;1.910000;Livré;"Bancontact via Stripe"
14565;14056;05/02/2024;193.000000;182.870000;10.130000;Livré;"Link via Stripe"
14566;14057;05/02/2024;18.900000;15.750000;3.150000;Livré;"Card via Stripe"
14570;14058;05/02/2024;11.350000;9.460000;1.890000;Livré;"Link via Stripe"
14571;14059;05/02/2024;15.850000;13.210000;2.640000;Livré;"Card via Stripe"
14572;14060;05/02/2024;51.900000;43.820000;8.080000;Livré;"Card via Stripe"
14573;14061;05/02/2024;34.950000;32.450000;2.500000;Expédié;"Card via Stripe"
14574;14062;06/02/2024;31.350000;29.150000;2.200000;Livré;"Link via Stripe"
14575;14063;06/02/2024;26.250000;23.580000;2.670000;Livré;"Card via Stripe"
14576;14064;06/02/2024;18.350000;17.000000;1.350000;Livré;"Card via Stripe"
14579;14065;06/02/2024;20.000000;20.000000;0.000000;Livré;"Card via Stripe"
14580;14066;06/02/2024;15.740000;15.740000;0.000000;Livré;"Card via Stripe"
14581;14067;07/02/2024;29.950000;27.710000;2.240000;Livré;"Card via Stripe"
14582;14068;07/02/2024;8.450000;7.620000;0.830000;Livré;PayPal
14578;14069;07/02/2024;24.950000;22.970000;1.980000;Livré;Chèque
14577;14070;07/02/2024;15.000000;12.503333;2.496667;Livré;Chèque
14569;14071;07/02/2024;66.950000;65.340000;1.610000;Livré;Chèque
14568;14072;07/02/2024;25.950000;23.920000;2.030000;Livré;Chèque
14567;14073;07/02/2024;15.000000;13.646667;1.353333;Livré;Chèque
14548;14074;07/02/2024;28.850000;24.040000;4.810000;Livré;Chèque
14540;14075;07/02/2024;14.750000;13.300000;1.450000;Livré;Chèque
14584;14076;07/02/2024;8.450000;7.620000;0.830000;Livré;"Link via Stripe"
14585;14077;07/02/2024;79.900000;76.920000;2.980000;Livré;"Card via Stripe"
14586;14078;07/02/2024;13.850000;11.540000;2.310000;Livré;"Link via Stripe"
14587;14079;07/02/2024;20.950000;19.180000;1.770000;Livré;"Card via Stripe"
14588;14080;07/02/2024;29.560000;29.560000;0.000000;Livré;PayPal
14589;14081;08/02/2024;20.700000;18.260000;2.440000;Livré;"Link via Stripe"
14590;14082;08/02/2024;12.250000;11.220000;1.030000;Livré;"Card via Stripe"
14591;14083;08/02/2024;19.750000;18.040000;1.710000;Livré;"Link via Stripe"
14592;14084;08/02/2024;25.450000;21.210000;4.240000;Livré;"Link via Stripe"
14593;14085;08/02/2024;9.950000;8.870000;1.080000;Livré;"Link via Stripe"
14594;14086;08/02/2024;21.850000;20.030000;1.820000;Livré;"Card via Stripe"
14595;14087;08/02/2024;10.250000;9.330000;0.920000;Livré;"Card via Stripe"
14596;14088;08/02/2024;34.950000;32.440000;2.510000;Livré;"Link via Stripe"
14598;14089;08/02/2024;14.850000;12.380000;2.470000;Livré;PayPal
14603;14090;09/02/2024;10.950000;9.700000;1.250000;Livré;"Card via Stripe"
14604;14091;09/02/2024;49.950000;46.660000;3.290000;Livré;"Card via Stripe"
14605;14092;09/02/2024;13.450000;12.620000;0.830000;Livré;"Card via Stripe"
14607;14093;09/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14608;14094;09/02/2024;33.290000;33.290000;0.000000;Livré;PayPal
14609;14095;09/02/2024;74.200000;71.260000;2.940000;Livré;"Card via Stripe"
14610;14096;10/02/2024;10.950000;9.700000;1.250000;Livré;"Link via Stripe"
14611;14097;10/02/2024;13.450000;12.360000;1.090000;Livré;"Link via Stripe"
14612;14098;10/02/2024;8.450000;7.620000;0.830000;Livré;"Bancontact via Stripe"
14613;14099;10/02/2024;10.950000;9.700000;1.250000;Livré;"Link via Stripe"
14614;14100;10/02/2024;48.950000;45.720000;3.230000;Livré;"Card via Stripe"
14615;14101;10/02/2024;19.950000;18.350000;1.600000;Livré;"Card via Stripe"
14616;14102;11/02/2024;19.750000;18.040000;1.710000;Livré;"Card via Stripe"
14617;14103;11/02/2024;11.350000;9.460000;1.890000;Livré;"Link via Stripe"
14618;14104;11/02/2024;15.850000;13.210000;2.640000;Livré;"Link via Stripe"
14619;14105;11/02/2024;14.750000;13.300000;1.450000;Livré;"Link via Stripe"
14620;14106;12/02/2024;57.060000;57.060000;0.000000;Livré;"Link via Stripe"
14623;14107;12/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14624;14108;12/02/2024;0.000000;0.000000;0.000000;Expédié;Chèque
14625;14109;12/02/2024;15.450000;14.250000;1.200000;Livré;PayPal
14628;14110;12/02/2024;63.700000;63.700000;0.000000;Expédié;"Link via Stripe"
14633;14111;12/02/2024;59.480000;59.480000;0.000000;Livré;"Card via Stripe"
14634;14112;12/02/2024;56.500000;47.080000;9.420000;Livré;"Link via Stripe"
14635;14113;13/02/2024;15.450000;14.250000;1.200000;Livré;PayPal
14637;14114;13/02/2024;11.250000;10.270000;0.980000;Livré;"Link via Stripe"
14638;14115;13/02/2024;57.850000;54.260000;3.590000;Livré;"Card via Stripe"
14641;14116;13/02/2024;19.950000;18.230000;1.720000;Livré;"Card via Stripe"
14642;14117;14/02/2024;15.750000;14.240000;1.510000;Livré;PayPal
14644;14118;14/02/2024;26.250000;22.710000;3.540000;Livré;"Link via Stripe"
14643;14119;14/02/2024;54.950000;52.450000;2.500000;Livré;Chèque
14636;14120;14/02/2024;100.000000;100.000000;0.000000;Expédié;Chèque
14632;14121;14/02/2024;30.000000;27.460000;2.540000;Livré;Chèque
14631;14122;14/02/2024;24.850000;22.880000;1.970000;Livré;Chèque
14630;14123;14/02/2024;26.950000;24.870000;2.080000;Livré;Chèque
14629;14124;14/02/2024;47.950000;44.770000;3.180000;Livré;Chèque
14627;14125;14/02/2024;40.000000;36.740000;3.260000;Livré;Chèque
14626;14126;14/02/2024;15.500000;14.636667;0.863333;Livré;Chèque
14606;14127;14/02/2024;64.950000;62.450000;2.500000;Livré;Chèque
14602;14128;14/02/2024;27.950000;25.810000;2.140000;Livré;Chèque
14601;14129;14/02/2024;35.000000;32.573333;2.426667;Livré;Chèque
14583;14130;14/02/2024;19.350000;17.950000;1.400000;Livré;Chèque
14556;14131;14/02/2024;5.950000;4.960000;0.990000;Expédié;Chèque
14445;14132;14/02/2024;10.950000;9.700000;1.250000;Livré;Chèque
14645;14133;14/02/2024;10.850000;9.600000;1.250000;Livré;"Card via Stripe"
14647;14134;14/02/2024;28.200000;23.500000;4.700000;Livré;"Link via Stripe"
14648;14135;14/02/2024;21.950000;20.130000;1.820000;Livré;"Link via Stripe"
14650;14136;14/02/2024;12.350000;11.320000;1.030000;Livré;"Card via Stripe"
14651;14137;14/02/2024;161.000000;152.530000;8.470000;Livré;"Card via Stripe"
14600;14138;15/02/2024;55.000000;53.320000;1.680000;Livré;Virement
14597;14139;15/02/2024;14.950000;13.610000;1.340000;Livré;Virement
14653;14140;15/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14656;14141;15/02/2024;10.850000;9.600000;1.250000;Livré;"Card via Stripe"
14657;14142;15/02/2024;39.100000;36.100000;3.000000;Livré;"Link via Stripe"
14658;14143;16/02/2024;40.650000;38.880000;1.770000;Livré;PayPal
14659;14144;16/02/2024;53.800000;50.880000;2.920000;Livré;Virement
14660;14145;16/02/2024;17.950000;16.330000;1.620000;Livré;"Link via Stripe"
14661;14146;16/02/2024;17.950000;16.330000;1.620000;Livré;"Card via Stripe"
14662;14147;16/02/2024;75.900000;68.240000;7.660000;Livré;"Link via Stripe"
14663;14148;16/02/2024;37.950000;36.880000;1.070000;Livré;"Link via Stripe"
14664;14149;16/02/2024;14.750000;13.410000;1.340000;Livré;"Card via Stripe"
14665;14150;17/02/2024;49.900000;45.940000;3.960000;Livré;PayPal
14666;14151;17/02/2024;25.700000;23.593333;2.106667;Livré;"Link via Stripe"
14667;14152;17/02/2024;19.450000;18.050000;1.400000;Livré;"Link via Stripe"
14668;14153;17/02/2024;20.650000;18.880000;1.770000;Livré;"Card via Stripe"
14669;14154;17/02/2024;29.010000;29.010000;0.000000;Livré;"Link via Stripe"
14670;14155;17/02/2024;70.000000;66.860000;3.140000;Livré;"Card via Stripe"
14671;14156;18/02/2024;19.650000;18.050000;1.600000;Livré;"Link via Stripe"
14672;14157;18/02/2024;25.700000;23.593333;2.106667;Livré;"Card via Stripe"
14673;14158;18/02/2024;19.750000;18.040000;1.710000;Livré;"Card via Stripe"
14674;14159;18/02/2024;49.950000;47.710000;2.240000;Livré;"Card via Stripe"
14675;14160;18/02/2024;44.050000;41.970000;2.080000;Livré;"Link via Stripe"
14676;14161;18/02/2024;3.450000;2.880000;0.570000;Livré;"Card via Stripe"
14678;14162;19/02/2024;30.950000;29.960000;0.990000;Livré;"Card via Stripe"
14679;14163;19/02/2024;20.450000;18.700000;1.750000;Livré;"Card via Stripe"
14680;14164;19/02/2024;12.750000;11.410000;1.340000;Livré;"Link via Stripe"
14681;14165;19/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14682;14166;19/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14685;14167;19/02/2024;35.950000;33.970000;1.980000;Livré;"Link via Stripe"
14686;14168;19/02/2024;5.950000;4.960000;0.990000;Livré;"Card via Stripe"
14693;14169;20/02/2024;22.450000;20.890000;1.560000;Livré;"Card via Stripe"
14694;14170;20/02/2024;0.000000;0.000000;0.000000;Livré;Chèque
14695;14171;20/02/2024;75.700000;71.510000;4.190000;Livré;"Link via Stripe"
14696;14172;20/02/2024;12.250000;11.220000;1.030000;Livré;"Link via Stripe"
14697;14173;20/02/2024;20.650000;18.880000;1.770000;Livré;"Link via Stripe"
14698;14174;20/02/2024;3.450000;2.880000;0.570000;Livré;"Card via Stripe"
14699;14175;21/02/2024;15.750000;14.240000;1.510000;Livré;"Card via Stripe"
14702;14176;21/02/2024;17.250000;16.220000;1.030000;Livré;PayPal
14701;14177;21/02/2024;100.000000;100.000000;0.000000;Expédié;Chèque
14700;14178;21/02/2024;30.000000;27.516667;2.483333;Livré;Chèque
14692;14179;21/02/2024;15.450000;13.960000;1.490000;Livré;Chèque
